"""RBL2""",7.477927270150562e-05
"""GEMIN6""",1.942267486153175e-05
"""SH2B3""",0.00011686269425819238
"""BRF1""",3.3294499871732755e-05
"""CNEP1R1""",1.26213048032697e-05
"""CCSER2""",8.601545197146852e-05
"""EBP""",0.00033958587463050956
"""YTHDF3""",1.690224896265679e-05
"""LSM7""",1.7885876229311828e-05
"""NPM1""",2.209794635693085e-05
"""PCNXL4""",1.4359532476335357e-05
"""UBR1""",0.00010316123209445972
"""SNN""",2.0922722955009376e-05
"""GOLGA3""",1.236579671874359e-05
"""FECH""",2.9649979072127608e-05
"""MLF2""",9.730929277182566e-05
"""GOT2""",8.663396378112416e-05
"""TNPO2""",8.331547337844919e-05
"""FOXN2""",3.869947573886569e-05
"""WDR83OS""",0.00013228315026282342
"""ATP11A""",0.0005082971276839722
"""TAF8""",7.131616647454074e-05
"""ARF1""",1.922692105086275e-05
"""ANKIB1""",4.4218924149541204e-05
"""ENOPH1""",4.241087663080596e-05
"""NDUFB10""",3.0873034701513467e-05
"""KLC2""",0.00018567774528457007
"""ANKH""",7.223989789241757e-05
"""PLEKHH3""",0.00013397588427835715
"""DOT1L""",9.437406229367591e-06
"""DCTN1""",0.00011383236103530476
"""NSMAF""",4.408175240515066e-05
"""NTPCR""",4.0713194155815985e-05
"""MAPKAPK5""",2.9241874920205505e-05
"""CSDE1""",3.0999949227381565e-05
"""VARS""",0.00012926380375912307
"""UBE2Z""",3.413169163151884e-05
"""CORO7""",0.00014759776845941984
"""CTDSPL""",7.80636636415675e-05
"""CTSB""",0.00014783768864172345
"""SUCLG2""",0.000416614005313723
"""TCHP""",0.00024847946071316615
"""CLIC1""",0.00011341738922907325
"""BCS1L""",9.951350411986886e-06
"""GRAMD4""",0.00021564933533580312
"""TAOK2""",0.00014134480159680592
"""DNM1L""",7.031844003826101e-05
"""AP5Z1""",7.99103062434082e-05
"""MTHFSD""",6.282787879993221e-06
"""SPG20""",0.00024104141764410224
"""TUBB""",5.34365138449805e-05
"""KIAA0556""",0.0001087245851550872
"""RHOT2""",8.870868172099633e-06
"""ZFC3H1""",5.7181216722297437e-05
"""RASA3""",5.292955405129064e-05
"""COL18A1""",0.0001370677882396453
"""C1orf35""",7.776954366220825e-05
"""ATP5J""",2.1011492675217716e-05
"""GATAD2A""",0.00021263224583215203
"""AAGAB""",1.1470980981153663e-05
"""ITPR3""",4.943192963750019e-05
"""AARS2""",3.578330541896262e-05
"""PDCD6IP""",5.553107054709655e-05
"""STMN3""",0.00024712138754430843
"""KATNB1""",2.3186329998615498e-05
"""PHLDA3""",0.0002532794699093586
"""PFDN6""",2.7302385278905232e-05
"""ZNF174""",1.1852398466857413e-05
"""PMEPA1""",5.890754499826663e-05
"""KLHL18""",3.5971623531395014e-06
"""SLC6A8""",0.0004371759120139436
"""TUFM""",9.688424546399995e-05
"""PPIB""",1.943006516893807e-05
"""GGA2""",1.2795767707271759e-05
"""MRPL3""",8.662440027976412e-06
"""TPM3""",2.6629520925592832e-05
"""PKN1""",0.0003275765786744628
"""EHBP1""",8.354506209572945e-06
"""TMEM184B""",6.546877093417524e-05
"""RPS3A""",0.00014386666222930986
"""HEMK1""",0.00019313399876381957
"""CACUL1""",3.3377157297432115e-05
"""MIR25""",0.0014787932088631236
