-5.657007,5.9859414,0.14195473,2.6301477,0.89773,-4.993566,0.6537109,9.805437,-5.9721627,-0.4052631,-10.328817,-2.0369089,1.2855178,-2.1575665,1.5016593,11.849083,-0.31755272,0.0021986172,1.6335622,-0.0011358082,-7.1969423
0.076654606,1.7356755,0.10173528,1.1283027,-3.1765676,-5.2917905,0.9691139,-1.5508344,-0.8995974,-0.26085088,2.899587,-0.6763941,1.0678235,0.8869268,0.062224004,10.373396,-0.20399803,0.00348009,0.11054321,-0.0013343814,18.403301
-3.616981,4.1737556,0.20758328,1.2770469,-1.0618985,-2.870701,0.29859564,5.7431765,-3.5015807,-0.25012717,1.2399096,-0.3721069,1.7376509,-1.9055963,-1.0908473,13.543629,-0.19721504,0.002952984,0.17591344,0.00014566086,6.670215
0.43949345,0.50240767,0.12025042,-0.1746679,-3.35059,-1.8398691,0.332947,4.129449,-0.40625206,-0.19509119,6.86969,-2.1025233,2.3511145,1.3255075,-0.5085499,13.1020355,-0.08201597,0.0052218647,-0.5677731,-0.00230546,17.04763
-9.755188,11.724478,0.2897829,3.5722969,5.077115,-2.0157409,0.002145092,14.082865,-10.284666,-0.4710691,-14.8584175,0.023936212,2.4177942,-9.623956,5.12612,17.376637,-0.45389858,-0.0045182304,1.6392677,0.002003907,16.146027
-3.4276567,3.6716995,0.15996028,-0.49483517,-3.5760305,-1.0067415,-0.13325362,-2.4433587,-4.2426805,-0.2069999,3.0382404,0.08986382,6.607329,-3.6694758,-3.3770666,14.57279,-0.18466568,0.003574338,1.5667593,-6.306607e-05,5.6137667
-5.8400745,7.050963,0.23768158,2.0466557,3.2403238,0.99737257,-0.27618673,8.984253,-6.3328996,-0.32231212,-7.7936497,-1.1460686,2.692183,-5.458749,-0.80824286,15.866719,-0.35071382,-0.0006734537,1.5033993,0.0004154718,-9.843907
-6.235097,8.881819,0.25772867,3.1455061,2.048542,-4.2781672,0.68518215,0.9954585,-6.938907,-0.40081203,-12.123729,-0.97482216,0.43058845,-6.3037744,1.3423871,13.283386,-0.35219997,-0.00014139395,1.6356235,0.0012322566,19.17779
-4.3716884,5.5599184,0.18232466,0.9116704,-0.5745519,-1.2074069,0.1881693,8.053647,-4.402706,-0.27866697,0.124593414,0.050012425,3.8194208,-1.798658,-1.0024291,13.909776,-0.24477951,0.0019158386,0.3215483,-1.4678181e-05,13.135806
-12.000257,13.031143,0.2816736,7.619252,6.6320825,-7.4370284,0.7840622,9.085691,-10.992696,-0.65046173,-14.815078,-0.31306988,-8.464363,-13.36073,7.5375495,15.1436615,-0.4628063,-0.005714211,1.6426283,0.003239955,19.21268
-1.2582116,0.3398414,0.23830526,0.1826428,-3.3743706,2.5629156,0.14911555,1.7565145,1.5615575,-0.05927832,6.592001,-2.4458733,5.58143,4.9656568,-4.1566544,14.138776,-0.19833371,0.005654476,0.07907639,-0.0010099389,-2.2406616
-13.752982,13.285997,0.3818042,18.251434,13.182982,-9.524349,0.9096397,20.769993,-13.092879,-0.7227602,-14.993732,-2.591957,-8.336586,-15.868957,8.18675,19.492512,-0.56756246,-0.009573624,1.6444151,0.0060519176,19.903076
-0.39196193,4.3824897,0.18808052,2.2239478,-3.2292912,-2.8835218,0.42570397,6.7231545,-0.762254,-0.22042868,0.019640438,-0.55434525,2.5291939,2.6001754,0.36196914,13.008192,-0.22115026,0.005855941,0.5292346,-0.00090819603,-4.153448
-2.5655546,5.790974,0.14904101,1.7036691,-1.2978274,-4.391902,0.31295863,-1.96188,-3.9429235,-0.30378798,-0.40546212,-0.22336563,2.4809659,-1.7810601,-1.1521491,13.259717,-0.24427696,0.0030984145,1.2453785,-0.0012070556,3.738966
-1.9351526,2.496261,0.117177546,0.83156943,-2.8150866,-3.4695396,0.614769,0.19908108,0.10387162,-0.15353498,4.8477993,-1.9166116,2.2929103,2.0454144,-0.47781602,12.729822,-0.0986114,0.0055585764,0.3084423,-0.0019500111,16.512182
-5.899315,8.498409,0.18055907,3.362182,-0.05362424,-5.5821533,0.8536355,3.0543761,-7.657459,-0.4452091,-7.678107,-3.0158064,0.2574328,-6.75074,3.5872936,13.856384,-0.3219126,0.0016113524,1.6338072,-1.4568199e-06,19.562223
-5.510154,8.498305,0.15021949,2.1598892,0.47331274,-4.962555,0.5244393,0.47514108,-5.9385056,-0.4217659,-4.277637,-2.122184,2.6675363,-5.8035164,2.043042,13.26179,-0.28092337,0.00043136257,1.4537679,4.9472274e-05,19.0555
0.3109751,0.7084404,0.06703303,-1.2576065,-4.1372566,1.9719584,-0.25984672,-2.9634578,-2.806687,-0.030650863,6.013501,-0.3044777,6.0742984,1.6686456,-4.6672955,14.368844,-0.011887969,0.004231692,-0.22894976,-0.0021977972,-12.759376
1.809698,-1.5359579,-0.042116042,-1.9869194,-5.6398153,0.8917929,-0.23522379,-5.306876,-4.1559086,-0.09379788,5.6289663,-0.195582,6.2726035,2.8905694,-4.6288266,12.944885,-0.034987073,0.0048211794,-0.031850457,-0.0021754955,-14.416643
0.3017314,2.589162,0.20306665,0.09740078,-2.8090496,-0.55057716,0.6068815,4.533527,0.23403402,-0.16427143,5.230674,-2.1118553,3.2062802,2.8421967,-4.5965714,12.086818,-0.15591335,0.004598465,0.118839264,-0.0011542526,13.1475525
-0.07315357,0.990331,0.14052385,-0.2650859,-4.2595425,-3.368067,0.60642886,-3.1875682,1.1542526,-0.11961909,6.4067354,-1.564822,1.8896914,0.6803183,-4.816264,12.883602,-0.08701159,0.004791967,-0.93887603,-0.002112911,-5.7838964
-0.8075885,2.3287692,0.17233662,-0.8083216,-3.288413,-1.7770393,0.7630989,-0.67411655,0.6935679,-0.16896434,4.2130938,-2.0966768,1.8222181,2.169106,-1.258442,12.26275,-0.16422428,0.0059291683,0.1436319,-0.0012454672,14.291154
2.5846534,-2.2737103,0.10632921,-0.371377,-3.1824887,-1.9673849,1.0223557,-6.4709163,3.2167497,-0.08913572,7.4968696,-3.4401424,3.7971623,5.2144046,-1.08281,11.347373,-0.07286973,0.006984849,-0.96894246,-0.002634377,5.2099457
-0.82120514,1.876105,0.12631647,0.58928376,-3.9694986,-2.9725356,0.48686275,-3.5194674,-0.6249687,-0.1677978,4.4308896,-0.20571217,1.9359663,1.2607695,-1.1096871,12.015714,-0.13629743,0.004379661,0.26202545,-0.002013072,16.912552
-10.326844,11.841344,0.32471424,7.771771,5.367846,-7.1434727,0.88008714,11.412591,-11.491839,-0.5759558,-14.93762,-1.4108717,-8.312278,-11.787722,6.029574,14.594276,-0.44469002,-0.0058806087,1.6398674,0.0020727355,19.55647
-8.37785,10.321952,0.20123868,3.9125264,4.8054733,-5.5345826,0.504479,12.730293,-8.491892,-0.49457142,-14.730615,-0.3940203,-0.54346794,-7.6163154,3.1958053,14.008621,-0.37761208,-0.0009732754,1.630738,0.0010371766,18.609016
-11.763366,12.623026,0.32533374,9.484411,7.7115026,-8.583077,0.94021875,16.475578,-11.341245,-0.64285475,-14.978436,-0.746297,-8.450418,-13.459776,8.186125,15.875069,-0.50466466,-0.0061489344,1.6386452,0.0029879613,19.545527
