-0.428174,-0.24297598
-0.447529,-0.3761623
-0.4620734,-0.3593408
-0.45045137,-0.3416198
-0.18010083,-0.47850665
-0.30350742,-0.30527878
-0.29866433,-0.3686511
-0.29219505,-0.70252
-0.45559168,-0.50020665
0.30645192,0.22670756
-0.297651,-0.2292455
3.6916444,3.3832843
-0.4576312,-0.2567238
-0.36845034,-0.34013197
-0.38252914,-0.1237275
-0.12277639,-0.296957
-0.3254985,-0.44152156
-0.378823,-0.39061978
-0.38858524,-0.29333368
-0.44297782,-0.013001988
-0.49487138,-0.16658756
-0.48791373,-0.1890559
-0.41035935,-0.11542086
-0.38703224,-0.3438887
0.26709,1.7562908
-0.4454333,-0.08442015
0.4187639,0.12323591
-0.23012221,-0.29117456
-0.36124998,-0.31105113
-0.3565694,-0.39235502
-0.25546464,-0.3831533
-0.33052817,-0.25039786
1.3150405,1.9007479
1.7733194,1.2011378
-0.613418,-0.27596474
-0.3827776,-0.28125924
-0.3271152,-0.3974427
-0.35081857,-0.76862895
-0.28208742,-0.45068836
-0.24691561,-0.2644455
-0.46814573,-0.3348851
-0.20680006,-0.21602146
-0.36985013,-0.450166
-0.2712634,-0.3397267
-0.31376764,-0.3127229
3.78523,3.510058
-0.22059667,-0.525027
-0.4385263,-0.45193863
3.8562775,4.0203996
-0.42740723,-0.50716466
-0.12875435,-0.45972824
-0.40639666,-0.32462403
-0.23391587,-0.40763095
-0.39364764,-0.16645288
-0.43414775,-0.3468623
-0.2767842,-0.3573592
-0.5564406,-0.5216424
-0.32923767,-0.17051165
-0.33369952,0.10329187
-0.4271777,-0.4230047
-0.21907234,-0.42063195
-0.46223086,-0.30420217
-0.19171011,-0.4253299
-0.33463493,-0.21404028
-0.23767185,-0.25193912
4.280411,4.3397675
0.09032473,-0.62828815
0.043706857,-0.32144332
-0.47541958,-0.40266725
-0.35952798,-0.2777535
-0.47668326,-0.5606271
0.57252234,-0.6298398
-0.35563204,-0.043457862
-0.24728554,-0.3205682
-0.47280824,-0.00972382
3.297656,2.3635209
-0.48885733,-0.4268763
-0.37178236,-0.5255698
-0.2400431,-0.20330893
-0.28111896,-0.37020606
3.7424076,4.053902
-0.2977509,-0.30196142
-0.45110863,-0.31895185
-0.31695896,-0.33691654
-0.11518711,-0.45093855
-0.41531044,-0.3552353
-0.30491406,-0.47151777
-0.30625436,-0.30224785
-0.22936988,-0.3553302
-0.46701974,-0.44950494
-0.18814388,-0.35490042
-0.26641753,-0.2014322
-0.5277736,-0.256001
-0.43681157,-0.38930613
-0.24070114,-0.089981064
0.5752745,0.14070944
-0.20167938,-0.24029882
-0.41923955,-0.12357668
-0.30516666,-0.21262552
-0.27737108,-0.4496977
-0.41343483,-0.40411967
-0.4891724,-0.28594205
-0.43005612,-0.37086684
0.053368047,-0.3847609
-0.29479617,-0.3060517
-0.24212718,-0.32341805
-0.35684058,-0.2771727
-0.33100116,-0.24615759
-0.3938154,-0.35594258
-0.2764974,-0.4987844
-0.38544098,-0.2537142
-0.31014884,-0.4825831
-0.28464255,-0.31264845
-0.46338856,-0.4585884
-0.41106308,-0.37066138
-0.36179253,-0.23471512
-0.19013143,-0.4152129
3.7053676,3.473636
-0.32463387,-0.39733958
-0.4519151,-0.47642788
-0.16525207,-0.3844641
-0.30358857,-0.24594705
-0.26812932,-0.16779837
-0.48167872,-0.08780172
-0.36798266,-0.25966194
-0.3007746,-0.26614
-0.36418524,-0.21710955
-0.32394892,-0.028404463
-0.27305913,-0.2762496
-0.24806044,-0.026239736
-0.37900695,-0.42570695
-0.36125308,-0.33437926
-0.36993548,0.30973694
-0.22803622,-0.27661198
3.2956035,2.6524277
2.2644322,2.9039378
-0.42374226,-0.22565463
0.76927793,0.71436244
-0.28137589,-0.21125458
-0.28067344,-0.26201525
-0.39423373,-0.38439986
-0.29620498,-0.19365676
-0.37436536,-0.17594281
-0.30830362,-0.26448128
-0.10731152,-0.66887486
