"x"
"CREB1"
"B4GALT6"
"ANKRD13C"
"PHF3"
"TNFAIP3"
"RAB32"
"MYB"
"SGK1"
"RNF146"
"FBXL5"
"MED28"
"MYL12B"
"FOXO3"
"RPN2"
"PKD2"
"SPP1"
"CCNI"
"MFSD1"
"RAB3GAP2"
"UBN1"
"CYP20A1"
"GTF3C3"
"SATB2"
"UBE2B"
"KLF9"
"TJP2"
"SENP5"
"C1orf198"
"HEATR1"
"PTBP3"
"RAD23B"
"FKBP15"
"CTNNAL1"
"WDR34"
"SET"
"RAB14"
"CNTRL"
"TRIM32"
"FBXW2"
"PHF19"
"NEK6"
"PPP6C"
"HDHD3"
"KDSR"
"VPS4B"
"YLPM1"
"DCAF4"
"NEK9"
"ACYP1"
"NPC2"
"DNAL1"
"IRF2BPL"
"ACOT2"
"AREL1"
