"x"
"DPM1"
"C1orf112"
"GCLC"
"NFYA"
"ANKIB1"
"CYP51A1"
"KRIT1"
"BAD"
"CD99"
"MAD1L1"
"LASP1"
"M6PR"
"ALS2"
"CFLAR"
"NDUFAF7"
"SARM1"
"PLXND1"
"AK2"
"FKBP4"
"KDM1A"
"RBM6"
"RECQL"
"SLC25A13"
"CDC27"
"HCCS"
"DVL2"
"SLC25A5"
"DHX33"
"LIG3"
"CIAPIN1"
"MSL3"
"CREBBP"
"GCFC2"
"CROT"
"KMT2E"
"IBTK"
"ZNF195"
"MYCBP2"
"FBXL3"
"PDK2"
"ITGA3"
"ZFX"
"LAMP2"
"GDE1"
"MAP3K14"
"AP2B1"
"TNFRSF12A"
"RALA"
"ETV1"
"PHTF2"
"GGCT"
"DBF4"
"IFRD1"
"COX10"
"VPS41"
"ELAC2"
"PNPLA4"
"ADIPOR2"
"PAFAH1B1"
"KIAA0100"
"LUC7L"
"PIGQ"
"DNAJC11"
"MYLIP"
"PSMB1"
"JARID2"
"CDK11A"
"NADK"
"CYTH3"
"SYPL1"
"SPAG9"
"MPND"
"NFIX"
"RPS20"
"CSDE1"
"UBE3C"
"REV3L"
"VTA1"
"BAZ1B"
"RANBP9"
"SPRTN"
"ZNF207"
"NCAPD2"
"IDS"
"HFE"
"FYN"
"BTBD7"
"AKAP8L"
"UTP18"
"PTBP1"
"PIK3C2A"
"PLAUR"
"WIZ"
"RABGAP1"
"QPCTL"
"PPP5C"
"BRCA1"
"ERCC1"
"MBTPS2"
"EXTL3"
"ELOVL5"
"UBR7"
"PSMC4"
"MVP"
"PGM3"
"POLR3B"
"GPRC5A"
"TACC3"
"UFL1"
"POLA2"
"CAPN1"
"SLC30A9"
"COX15"
"ZMYND11"
"BID"
"MATR3"
"XYLT2"
"NUDCD3"
"ATP2C1"
"IGF1"
"RALBP1"
"RUFY3"
"WWTR1"
"CXorf56"
"SNAI2"
"HGF"
"ZRANB1"
"NCDN"
"RUNX3"
"SERPINB1"
"CPS1"
"RNF10"
"ZDHHC6"
"RNH1"
"NDUFS1"
"RB1CC1"
"ERP44"
"BIRC3"
"AKAP11"
"GLRX2"
"DERA"
"STRAP"
"PLEKHO1"
"EHD2"
"CCDC28A"
"RRAGD"
"HSF2"
"PHF20"
"NR1H3"
"NCAPH2"
"TOMM34"
"SEC63"
"KPNA6"
"VIM"
"FAS"
"CD44"
"MIPEP"
"IFNGR1"
"B4GALT7"
"TNFRSF1B"
"VEZT"
"SNX1"
"TBPL1"
"BCLAF1"
"SLC39A9"
"HMGB3"
"BAK1"
"GRN"
"FAM13B"
"ARHGAP31"
"CENPQ"
"PNPLA6"
"ZCCHC8"
"ABCF2"
"CHPF2"
"FUT8"
"UBA6"
"ATP6V0A1"
"PIAS1"
"SLC4A7"
"MAP2K3"
"GABARAPL2"
"FAM136A"
"VCL"
"NSMAF"
"TIMP2"
"RFC1"
"CUL3"
"NSUN2"
"MFAP3"
"MRI1"
"PI4K2B"
"BOD1L1"
"MAT2B"
"EDC4"
"TRIO"
"VCAN"
"CDH1"
"ZFYVE16"
"RAI14"
"SPDL1"
"PSMA4"
"LSG1"
"TNC"
"TDP1"
"AIFM2"
"RETSAT"
"CAPG"
"DCUN1D1"
"CTNNA1"
"HSPA5"
"DSG2"
"GPM6B"
"YTHDC2"
"CTPS2"
"ATP6V1H"
"TPR"
"KIAA0556"
"C12orf4"
"MAP4"
"USP28"
"NOP16"
"CC2D2A"
"RRM2B"
"ZNF800"
"MRPS10"
"RSF1"
"VPS13D"
"CELF2"
"FAM120A"
"KITLG"
"H6PD"
"VAMP3"
"RCN1"
"RFC2"
"ARID1B"
"CLPTM1L"
"PTCD2"
"DKK3"
"LIMA1"
"MAPK9"
"FAM160A2"
"HERPUD1"
"RAD51"
"CYBA"
"PLEKHA5"
"SIKE1"
"MSMO1"
"FOXN3"
"AKR7A2"
"AP5M1"
"THRAP3"
"PHPT1"
"ARID4B"
"HHAT"
"KIF1B"
"SYNE2"
"PLEKHH1"
"NOP58"
"SZRD1"
"CUL1"
"CYFIP2"
"TAB2"
"GINM1"
"USP36"
"PUM2"
"ZFR"
"TRAF1"
"TRAF3IP2"
"SOAT1"
"GDI2"
"ATG5"
"PITHD1"
"USP13"
"ATP11B"
"CDK14"
"SEC61A1"
"PPP1R12A"
"POLR3E"
"ATP2B4"
"ZC3H11A"
"RIOK2"
"NDC1"
"FLYWCH1"
"UNKL"
"CDK17"
"SLC2A3"
"CTDP1"
"YBX3"
"WNK1"
"CCAR1"
"OGFR"
"QSER1"
"ACAA1"
"HDAC7"
"LZTS1"
"NCKAP1"
"MRPS35"
"MON2"
"GPBP1"
"CS"
"MRPS24"
"ELMO2"
"VMP1"
"APPBP2"
"POLD1"
"EIF4B"
"SPHK2"
"RPL18"
"ISOC2"
"U2AF2"
"EPN1"
"MED29"
"MTMR1"
"GPC1"
"HAGH"
"RNF4"
"CASP8"
"LIMCH1"
"NGFR"
"TAF2"
"HIPK2"
"TNPO3"
"TMEM161A"
"CTSA"
"SNX24"
"CNN2"
"DDX20"
"BTBD1"
"SBNO2"
"TAF11"
"ANKS1A"
"AP3D1"
"SLC9A3R2"
"NTHL1"
"GNAI3"
"IPO5"
"WDR3"
"PKN2"
"WDR18"
"TRAM2"
"MCM10"
"ERBB3"
"SPEN"
"MYLK"
"MAP2K4"
"SLK"
"PRKCQ"
"ASB1"
"FAM107B"
"ME1"
"TBC1D1"
"CDK13"
"MTHFD2"
"YBX1"
"ELAVL1"
"SMARCD1"
"KDM4A"
"NFYC"
"ASPM"
"ELOVL1"
"ATXN3"
"LRRC40"
"THUMPD1"
"MSANTD3"
"MTFR1"
"FECH"
"MYO9A"
"PFKP"
"IDI1"
"SP100"
"KLF6"
"TRAM1"
"EVI5"
"PKM"
"DNTTIP2"
"TP53BP1"
"RHOA"
"DHX8"
"IARS2"
"ROCK1"
"CBFB"
"PDK3"
"HDAC4"
"RASSF1"
"HEATR6"
"PLEKHH3"
"MEF2A"
"TBC1D25"
"ACSL4"
"INPP5A"
"GPKOW"
"FTSJ1"
"PRR11"
"ATP11A"
"POLR1A"
"LAPTM4A"
"KIF2A"
"PSME4"
"SIRT2"
"NUCKS1"
"VPS35"
"BCL3"
"FUNDC1"
"NEDD4"
"PIGB"
"MAPK6"
"GNB5"
"RAB27A"
"LRP6"
"PHRF1"
"NUCB2"
"PTPN3"
"SLC44A1"
"EXOC5"
"FSTL3"
"MNT"
"JMJD6"
"NDST1"
"ASNS"
"AP3M2"
"PABPC1"
"EIF2B3"
"TCOF1"
"CDC42"
"OSBPL3"
"RAD18"
"ATP2B1"
"MAP4K4"
"WDR1"
"SNX13"
"LMCD1"
"SEL1L"
"TRIP13"
"TCF3"
"DAZAP1"
"FAM50A"
"FAM3A"
"CPSF1"
"CYBRD1"
"RDH11"
"ACTN1"
"ZFYVE26"
"ALDH3A2"
"TFRC"
"SREBF1"
"AFF4"
"UBE2D1"
"MPP5"
"SMC1A"
"HSD17B10"
"MARK2"
"P4HA2"
"NFATC3"
"TRNT1"
"ACADVL"
"DERL2"
"NDE1"
"AP1M1"
"PVR"
"XRCC1"
"SCARB1"
"MCM2"
"NLE1"
"SDHA"
"SMARCE1"
"KDM5A"
"FERMT2"
"PTGS2"
"IGF2BP2"
"MAP3K13"
"ST6GAL1"
"PICALM"
"NSF"
"CLASP1"
"MRPS34"
"CLNS1A"
"TEAD2"
"EED"
"TSG101"
"MGLL"
"BCS1L"
"DPP8"
"ZNF532"
"LMAN1"
"ENO1"
"SRI"
"EIF4G3"
"NUP37"
"ACAT1"
"GRAMD4"
"SLC25A40"
"RASAL2"
"SLC25A3"
"FNDC3B"
"FOSL2"
"FSCN1"
"ACTB"
"PLD1"
"WDR62"
"DLG1"
"RAB7A"
"SART3"
"KIFAP3"
"MKRN2"
"MCM6"
"REXO2"
"RBM7"
"BAZ2A"
"PTPN23"
"MLH1"
"UNG"
"KLHL20"
"SPAG5"
"TPD52"
"TRAF4"
"PAG1"
"NT5C2"
"MCAM"
"MAP2K7"
"TM9SF3"
"NFKB2"
"DNAJC10"
"GTF3C1"
"PAK3"
"SNRPA"
"EXOSC5"
"TYR"
"POLD3"
"CAPZB"
"GPR137B"
"UBE2A"
"FGFR1"
"UBE2K"
"PIK3C3"
"SYNJ2"
"PPP2R5C"
"GNB1"
"MLLT10"
"CBFA2T2"
"SDF4"
"TOLLIP"
"UBE2D4"
"THOC1"
"FKBP7"
"XRCC5"
"REXO1"
"SAR1A"
"SENP1"
"CIC"
"FDFT1"
"PAFAH1B3"
"OPHN1"
"KIF22"
"PGM1"
"DNM2"
"EPB41L2"
"MOXD1"
"STX7"
"RABL2B"
"DCT"
"SLC35C2"
"RIF1"
"RAB21"
"SMARCA2"
"SESN1"
"SRCAP"
"CNOT4"
"PSEN1"
"CPOX"
"CLDND1"
"HSP90AA1"
"RBL1"
"NDC80"
"TCF7"
"OSTM1"
"MEF2C"
"STK17B"
"CDC14B"
"DUSP12"
"HSPB11"
"PHLPP1"
"SMARCD3"
"WDR70"
"STRADB"
"BZW1"
"ME2"
"C5orf22"
"CCNT2"
"EPB41L3"
"COBLL1"
"GEMIN5"
"NFE2L1"
"GSK3B"
"ITGB5"
"ERC1"
"XPO1"
"PALB2"
"LYRM2"
"KAT6A"
"TNPO1"
"PLOD1"
"PDS5B"
"OXCT1"
"CYLD"
"RPS5"
"FAT1"
"YTHDC1"
"CHMP2B"
"SMAP2"
"STARD7"
"NOA1"
"REST"
"GSTP1"
"APLP2"
"WBP11"
"EIF3I"
"COL16A1"
"TXLNA"
"NCOA1"
"AGBL5"
"RAB10"
"HADHA"
"CAD"
"CD59"
"CD82"
"ATRX"
"SCAMP1"
"WDFY1"
"SLC25A24"
"MAP3K4"
"AKR1B1"
"RRN3"
"CTTN"
"DDHD2"
"EPS15"
"MGST2"
"CHERP"
"ATG16L1"
"POMGNT1"
"DNAJA1"
"B4GALT1"
"DIMT1"
"IPO11"
"EIF2AK1"
"EPDR1"
"SNX10"
"SEPHS1"
"RBM22"
"TMED2"
"ZFAND6"
"TXLNG"
"HUWE1"
"ZW10"
"ALG9"
"MTMR2"
"TRIP6"
"SRRT"
"BAX"
"NLK"
"PIGS"
"ATXN7L3"
"PSMC5"
"MMP2"
"OGFOD1"
"NOP14"
"ADD1"
"L2HGDH"
"SF3B2"
"KLHL42"
"GNAS"
"DNM1L"
"ERGIC2"
"TFAP2C"
"AURKA"
"METTL2A"
"PTPN4"
"DDX18"
"KHSRP"
"TPX2"
"EPB41L1"
"DOCK9"
"DOCK3"
"FKBP1A"
"NSFL1C"
"MAVS"
"XRN2"
"DYNLL1"
"MAPKAPK5"
"P2RX7"
"ESF1"
"RBBP9"
"ANAPC5"
"RPLP0"
"PXN"
"KIF16B"
"PEBP1"
"BRAP"
"FUS"
"FXYD5"
"GANAB"
"BIRC5"
"MLF2"
"DDX24"
"NECAP1"
"RCOR1"
"SLC9A1"
"SPTLC1"
"PAPOLA"
"CCNK"
"MRPS33"
"NDUFB2"
"ICAM1"
"STRN4"
"TFAP4"
"DNAJB11"
"RAB11FIP3"
"ZNF268"
"GOLGA3"
"CERS4"
"USP48"
"PDPR"
"GLG1"
"KIF4A"
"TNRC6A"
"PLEKHG2"
"RBM27"
"OSBPL8"
"PUS7"
"LAMB1"
"TXNL1"
"CMTM6"
"ITGA6"
"FH"
"CDV3"
"ALKBH5"
"ORC6"
"ESR1"
"TMEM101"
"CD200"
"G2E3"
"HECTD1"
"SUPT16H"
"TOX4"
"GEMIN2"
"SEMA6A"
"TRPM7"
"TYRO3"
"SNAP23"
"PHGDH"
"EZR"
"MYL6"
"AGO1"
"CLSPN"
"DPYSL2"
"NUP50"
"ECHDC1"
"HDAC6"
"CDC6"
"CDC23"
"AAAS"
"CBX5"
"MSH2"
"MAP3K1"
"ARCN1"
"PSMD5"
"NUP188"
"CRAT"
"BTAF1"
"BAMBI"
"WAC"
"CREM"
"NUBP2"
"FKBP5"
"BRPF3"
"TMEM14A"
"HSP90AB1"
"CDC5L"
"ITPR3"
"SIRT1"
"ABL1"
"ACOT7"
"SH3GLB1"
"CDC7"
"SCD"
"ERMP1"
"RAB18"
"NRP1"
"PSMD8"
"FBXL19"
"BCL7C"
"HNRNPM"
"TECR"
"TIMM13"
"CDC34"
"MTAP"
"CEP170B"
"POLR2E"
"POLRMT"
"GADD45B"
"MKNK2"
"TRMT2A"
"ZDHHC8"
"KLHL22"
"MED15"
"SNAP29"
"CRKL"
"SMARCB1"
"BCL2L13"
"DDT"
"CABIN1"
"SF3A1"
"RNF215"
"PPIL2"
"SNRPD3"
"PES1"
"MAPK1"
"SLC25A1"
"LGALS1"
"HPS4"
"SRRD"
"TRIOBP"
"POLR2F"
"SOX10"
"CCDC134"
"CENPM"
"DDX17"
"TCF20"
"XBP1"
"RTCB"
"JOSD1"
"TIMP3"
"PPP6R2"
"SBF1"
"SUN2"
"CYB5R3"
"PACSIN2"
"AP1B1"
"HMGXB4"
"TOM1"
"HMOX1"
"MCAT"
"THOC5"
"MCM5"
"TTLL12"
"RPL3"
"RBFOX2"
"SYNGR1"
"TAB1"
"MTMR3"
"MIEF1"
"MYH9"
"FOXRED2"
"EIF3D"
"TNRC6B"
"KIAA0930"
"ST13"
"RBX1"
"EP300"
"RANGAP1"
"ZC3H7B"
"POLR3H"
"DESI1"
"CERK"
"BRD1"
"KHNYN"
"FKBP3"
"GZMB"
"RBM23"
"PRMT5"
"POLE2"
"SOS2"
"NIN"
"PYGL"
"GNPNAT1"
"CDKN3"
"CNIH1"
"TIMM9"
"KIAA0586"
"AHSA1"
"DAAM1"
"ERH"
"HIF1A"
"SRSF5"
"EIF5"
"DICER1"
"ZFYVE21"
"MTHFD1"
"GSKIP"
"RPS6KA5"
"PSMB5"
"YY1"
"ACIN1"
"TRIP11"
"APEX1"
"PABPN1"
"CHD8"
"NFKBIA"
"SEC23A"
"GMPR2"
"GSS"
"PYGB"
"ZMYND8"
"MYBL2"
"HNF4A"
"NDRG3"
"NFATC2"
"STK4"
"ADNP"
"PFDN4"
"CSTF1"
"RAE1"
"TPD52L2"
"DNAJC5"
"NELFCD"
"PRPF6"
"PSMA7"
"MRGBP"
"TCFL5"
"DIDO1"
"GID8"
"BIRC7"
"EEF1A2"
"CDC25B"
"RNF24"
"TRIB3"
"CSNK2A1"
"HM13"
"SEC23B"
"POFUT1"
"KIF3B"
"NOP56"
"MAPRE1"
"JAG1"
"E2F1"
"CHMP4B"
"CST3"
"PIGU"
"USP14"
"VAPA"
"SMCHD1"
"RNMT"
"SMAD7"
"RNF125"
"ANKRD12"
"MIB1"
"RBBP8"
"RIOK3"
"CSTF2"
"PSMD10"
"GPR143"
"PGRMC1"
"POLA1"
"MID1"
"NKAP"
"NXT2"
"MOSPD1"
"AMMECR1"
"WDR13"
"XIAP"
"STAG2"
"PLP2"
"PLS3"
"NAA10"
"SMARCA1"
"RBBP7"
"SLC25A14"
"FMR1"
"SLC35A2"
"PQBP1"
"EMD"
"PGK1"
"SMS"
"UBL4A"
"EEA1"
"RP2"
"CDK16"
"TIMP1"
"GLA"
"ARMCX3"
"NDFIP2"
"FNDC3A"
"CDADC1"
"STK24"
"SUPT20H"
"SLC25A15"
"KPNA3"
"VWA8"
"KATNAL1"
"INTS6"
"TSC22D1"
"TRADD"
"MAPK3"
"NUTF2"
"NUP93"
"CENPT"
"LONP2"
"N4BP1"
"ARL2BP"
"DHODH"
"CTCF"
"POLR2C"
"MMP15"
"CYB5B"
"PSMD7"
"SLC38A7"
"VAC14"
"TANGO6"
"SLC7A6OS"
"SLC7A6"
"MON1B"
"AXIN1"
"NPRL3"
"MPG"
"HSDL1"
"TAF1C"
"COTL1"
"USP10"
"TSC2"
"NME4"
"ABCC1"
"NOMO3"
"MTHFSD"
"SLC7A5"
"FBXO31"
"UBE2I"
"EEF2K"
"CAPN15"
"GSPT1"
"ZNF174"
"CLUAP1"
"UBFD1"
"EARS2"
"GGA2"
"DNAJA3"
"BFAR"
"RBL2"
"PYCARD"
"MAZ"
"STX4"
"CDIPT"
"CCP110"
"RNF40"
"AAGAB"
"HERC1"
"MTFMT"
"RAB11A"
"CD276"
"FAH"
"RPAP1"
"HOMER2"
"EHD4"
"ZNF106"
"GABPB1"
"TJP1"
"DMXL2"
"EIF3J"
"SPG11"
"VPS18"
"OIP5"
"BLOC1S6"
"SGK3"
"ZFAND1"
"DECR1"
"SFRP1"
"LAPTM4B"
"POP1"
"IKBKB"
"PLAT"
"STK3"
"GDAP1"
"RAB2A"
"EIF3E"
"EMC2"
"ESRP1"
"NDRG1"
"ARMC1"
"CHRAC1"
"NCALD"
"UBR5"
"EEF1D"
"SQLE"
"INTS10"
"ERI1"
"SLC39A14"
"LEPROTL1"
"DCTN6"
"GSR"
"UBXN8"
"TUSC3"
"ARHGEF10"
"MCM4"
"ASAH1"
"BNIP3L"
"MAN2B1"
"NUCB1"
"GYS1"
"ECH1"
"HNRNPL"
"SARS2"
"SNRNP70"
"PPP1R37"
"PIH1D1"
"ARHGEF18"
"ERCC2"
"DOT1L"
"RNASEH2A"
"OAZ1"
"TRMT1"
"SGTA"
"MED25"
"C19orf53"
"ASF1B"
"PPP6R1"
"AKAP8"
"ILVBL"
"POP4"
"CCNE1"
"RPS16"
"TIMM50"
"GPI"
"AKT2"
"POLR2I"
"SLC1A5"
"HNRNPUL1"
"FZR1"
"BBC3"
"TGFB1"
"PLIN3"
"MYH14"
"MRPL4"
"RPS19"
"CDC37"
"MEGF8"
"KDELR1"
"GRWD1"
"CARD8"
"LIG1"
"BCAT2"
"MIER2"
"PPP2R1A"
"TNPO2"
"WDR83OS"
"GCDH"
"DNASE2"
"PRPF31"
"RPL18A"
"ELL"
"DDX49"
"TMEM147"
"USF2"
"KXD1"
"FKBP8"
"SUGP1"
"HPN"
"GSK3A"
"ATP13A1"
"AVL9"
"GTPBP10"
"CDK6"
"DNAJC2"
"BET1"
"NAMPT"
"TWISTNB"
"PON2"
"ITGB8"
"HBP1"
"CBLL1"
"MTPN"
"MPP6"
"ZC3HAV1"
"CAV2"
"CAV1"
"MET"
"LMBR1"
"DNAJB6"
"IQCE"
"HIBADH"
"GRB10"
"FKBP14"
"PLEKHA8"
"STX1A"
"CASP2"
"CHCHD2"
"HSPB1"
"PDAP1"
"BUD31"
"ZKSCAN1"
"EIF3B"
"PTPRZ1"
"WASL"
"AIMP2"
"RBM28"
"USP42"
"IMPDH1"
"AGFG2"
"AP1S1"
"C1GALT1"
"PLOD3"
"PHF14"
"NRF1"
"TMEM106B"
"EZH2"
"CEP41"
"TSPAN13"
"AHR"
"CHCHD3"
"GLI3"
"MRPL32"
"BLVRA"
"TMEM248"
"RHEB"
"POLD2"
"BCL7B"
"YKT6"
"TBL2"
"EIF4H"
"LIMK1"
"FKTN"
"SPIN1"
"TMEM245"
"MEGF9"
"TRIM14"
"TGFBR1"
"ENG"
"PLGRKT"
"TBC1D13"
"NCS1"
"TESK1"
"FUBP3"
"TYRP1"
"RGP1"
"EDF1"
"BAG1"
"RAPGEF1"
"UBE2R2"
"ZFAND5"
"PDLIM1"
"RAB11FIP2"
"ERLIN1"
"EIF3A"
"MAPK8"
"SEC23IP"
"ATE1"
"NSMCE4A"
"PLEKHA1"
"PPP3CB"
"CCSER2"
"BMPR1A"
"ACTA2"
"LZTS2"
"NPM3"
"TNKS2"
"GBF1"
"ARHGAP21"
"ACBD5"
"SH3PXD2A"
"PITRM1"
"DKK1"
"XPNPEP1"
"SMC3"
"SHOC2"
"TFAM"
"CCDC6"
"CUL2"
"CCNY"
"UBE2S"
"ZMIZ1"
"PPIF"
"TSPAN14"
"NUFIP2"
"GIT1"
"PSMD3"
"CASC3"
"MTMR4"
"DHX40"
"KPNB1"
"TRIM16L"
"CDK5RAP3"
"CBX1"
"CAMTA2"
"MED13"
"PFN1"
"RNF167"
"RAI1"
"C1QBP"
"BLMH"
"CPD"
"GOSR1"
"CCDC47"
"DRG2"
"FTSJ3"
"AKAP10"
"SMARCD2"
"SYNGR2"
"UTP6"
"DDX5"
"CYTH1"
"PSMD11"
"LGALS3BP"
"KAT2A"
"RAB5C"
"EZH1"
"PPP1R9B"
"LRRC59"
"LUC7L3"
"SMURF2"
"EFTUD2"
"PRKAR1A"
"YWHAE"
"MMD"
"DPH1"
"DHRS7B"
"WSB1"
"SLC9A3R1"
"NAT9"
"TNFAIP1"
"TMEM97"
"RAB34"
"PHF12"
"TMEM33"
"SLAIN2"
"OCIAD1"
"USP46"
"NFKB1"
"UBE2D3"
"TBC1D9"
"INPP4B"
"GAB1"
"RPL34"
"WFS1"
"GRPEL1"
"GAR1"
"GALNT7"
"DHX15"
"TRIM2"
"FBXW7"
"RAPGEF2"
"HGFAC"
"UFSP2"
"KLF3"
"KLHL5"
"NCAPG"
"UGDH"
"CTSC"
"CCDC34"
"SC5D"
"HSPA8"
"LPXN"
"EHD1"
"OSBP"
"DCPS"
"FOXRED1"
"PPP6R3"
"CPT1A"
"CCND1"
"CCDC86"
"PRPF19"
"TMEM109"
"CHORDC1"
"RNF141"
"EIF4G2"
"UBE4A"
"DDX6"
"CBL"
"HIPK3"
"FBXO3"
"PDHX"
"COMMD9"
"MADD"
"NAA40"
"CD81"
"SLC35F2"
"SOX6"
"C11orf58"
"PITPNM1"
"AIP"
"NUP98"
"CHKA"
"HPS5"
"PSMD9"
"PPFIBP1"
"PRPF40B"
"PRDM4"
"CORO1C"
"CAPRIN2"
"KCTD10"
"SLC11A2"
"MLEC"
"MVK"
"CSRNP2"
"BCL7A"
"METAP2"
"LTA4H"
"ELK3"
"FOXM1"
"PRR4"
"ARPC3"
"RAD51AP1"
"SH2B3"
"CREBL2"
"CDKN1B"
"NAA25"
"CDK2AP1"
"DDX55"
"SLC38A1"
"C12orf49"
"VDR"
"RFC5"
"STX2"
"COPZ1"
"CAND1"
"RAB5B"
"CNOT2"
"CPSF6"
"GAPDH"
"NOP2"
"CHD4"
"COPS7A"
"ING4"
"USP5"
"TPI1"
"ATN1"
"C12orf57"
"LPCAT3"
"NT5DC3"
"GOLT1B"
"LDHB"
"CMAS"
"ST8SIA1"
"C2CD5"
"RAB35"
"PHC1"
"SRSF9"
"BTN3A3"
"RWDD1"
"NEDD9"
"RNGTT"
"SERINC1"
"TPD52L1"
"NCOA7"
"SASH1"
"UST"
"FBXO5"
"MTRF1L"
"PPARD"
"MAPK14"
"KCTD20"
"STK38"
"SOD2"
"MRPL18"
"MCM3"
"RNF8"
"MDN1"
"ZNF451"
"BAG2"
"RAB23"
"CCNC"
"E2F3"
"PTP4A1"
"ASCC3"
"MED23"
"WASF1"
"SMAP1"
"C6orf62"
"GMNN"
"EYA4"
"SNX3"
"HBS1L"
"TRIM38"
"CUTA"
"QKI"
"CCND3"
"TBP"
"MRPL2"
"PTK7"
"SRF"
"DNPH1"
"EXOC2"
"TMEM30A"
"VEGFA"
"PRPF4B"
"SLC29A1"
"LAMA4"
"MAN2A1"
"SEMA5A"
"HMGCS1"
"KIF20A"
"NNT"
"MRPS30"
"MRPS27"
"HBEGF"
"SPARC"
"IK"
"HMGCR"
"FAF2"
"CLINT1"
"CNOT6"
"MSH3"
"CCNG1"
"POLR3G"
"DROSHA"
"LMNB1"
"ARRDC3"
"GOLPH3"
"SUB1"
"RAD1"
"SLC12A7"
"GNPDA1"
"NUP155"
"PPP2CA"
"NR3C1"
"C5orf15"
"PPWD1"
"TRIM23"
"TRAPPC13"
"SEC24A"
"TTC33"
"TCERG1"
"DPYSL3"
"SMAD5"
"CSNK1A1"
"HMGXB3"
"ERGIC1"
"ATP6V0E1"
"CPEB4"
"DBN1"
"ZNF346"
"CRBN"
"BCL6"
"NPHP3"
"OGG1"
"KPNA1"
"PCCB"
"SLC25A36"
"TFDP2"
"XRN1"
"KAT2B"
"PDCD10"
"PRKAR2A"
"HES1"
"USP4"
"ACAP2"
"ECT2"
"GNAI2"
"TFG"
"TUSC2"
"RPL24"
"FXR1"
"BBX"
"GNB4"
"UMPS"
"NCBP2"
"SNX4"
"FRMD4B"
"PLXNA1"
"ATP6V1A"
"KLHL18"
"MRPL3"
"HEMK1"
"COMMD2"
"RRP9"
"KLHL24"
"SSR3"
"NKTR"
"EIF4G1"
"SPCS1"
"EEF1B2"
"DGUOK"
"MOB1A"
"KANSL3"
"RTKN"
"TTL"
"IL1A"
"NCL"
"SLC35F5"
"STEAP3"
"TP53I3"
"POMC"
"STAM2"
"GPD2"
"ACVR1"
"GTF3C2"
"NRBP1"
"SNX17"
"PPM1G"
"RPS15"
"GCA"
"CLIP4"
"SPTBN1"
"AUP1"
"RTN4"
"HTRA2"
"POLE4"
"CCDC88A"
"MRPL19"
"WDR75"
"FANCL"
"FN1"
"STAT1"
"USP34"
"CCT4"
"GGCX"
"EHBP1"
"COQ10B"
"SF3B1"
"ST3GAL5"
"PDCL3"
"MOB4"
"KDM3A"
"CHMP3"
"FHL2"
"CNPPD1"
"HDLBP"
"PPP1R7"
"STK25"
"ID2"
"ODC1"
"BIRC6"
"NOL10"
"PLEKHB2"
"GORASP2"
"STRN"
"PRKD3"
"SLC25A12"
"SRSF7"
"SDC1"
"SLC1A4"
"SOS1"
"COX7A2L"
"PNO1"
"ORC4"
"RND3"
"ATF2"
"AAK1"
"TRAK2"
"PCYOX1"
"EPAS1"
"ARID3A"
"SUMO1"
"MSH6"
"PLEKHA3"
"SPR"
"FARSB"
"BCL9"
"DHCR24"
"SCP2"
"RALGPS2"
"CEP104"
"FAM20B"
"TMEM59"
"LRRC42"
"MRPL37"
"ICMT"
"RPL22"
"QSOX1"
"PHF13"
"ERRFI1"
"PARK7"
"MECR"
"EDEM3"
"WDR77"
"RAP1A"
"HDAC1"
"CAPZA1"
"S100PBP"
"RNF19B"
"SCAMP3"
"ASH1L"
"SFPQ"
"DOCK7"
"C1orf21"
"IVNS1ABP"
"MFN2"
"SMG7"
"PLA2G4A"
"GADD45A"
"WLS"
"SRSF11"
"PHTF1"
"ZBTB17"
"TTF2"
"MAP7D1"
"WARS2"
"EXOC8"
"TSNAX"
"C1orf109"
"RRAGC"
"NID1"
"MTR"
"SIPA1L2"
"AKT3"
"ETV3"
"RPF1"
"UAP1"
"CTBS"
"KLHL12"
"SSX2IP"
"ZNHIT6"
"RBBP5"
"GPR89A"
"CDK18"
"ID3"
"CD46"
"APH1A"
"SLC2A1"
"EBNA1BP2"
"CDC20"
"B4GALT2"
"AKR1A1"
"PIK3R3"
"SLC19A2"
"TMED5"
"DR1"
"PRRC2C"
"ABCD3"
"FASLG"
"DARS2"
"RCAN3"
"SYF2"
"STMN1"
"MTFR1L"
"NEK2"
"RPS6KA1"
"DHDDS"
"ARID1A"
"RPA2"
"STX12"
"OSBPL9"
"TXNDC12"
"ESYT2"
"CD3EAP"
"RCN2"
"STAG1"
"STK11"
"KMT2A"
"KPTN"
"RPS25"
"KIF14"
"CAMSAP2"
"ATF6"
